"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","relative_fishing_mortality","scenario","model_token","model_key","region","source_file","change_token"
2017,0.342070147860415,791.0483,2312.5324,110.0480783,0.226748333974254,0.556675,"02-NewExeIni1007","02-NewExeIni1007","02-NewExeIni1007","All","data/stepwise/models/02-NewExeIni1007/model_payload.rds",""
2018,0.343918642175538,794.2797,2309.498825,98.101254,0.317490945212098,0.661875,"02-NewExeIni1007","02-NewExeIni1007","02-NewExeIni1007","All","data/stepwise/models/02-NewExeIni1007/model_payload.rds",""
2019,0.343793479881439,794.154825,2309.9764,76.8692284,0.306611562421936,0.6067,"02-NewExeIni1007","02-NewExeIni1007","02-NewExeIni1007","All","data/stepwise/models/02-NewExeIni1007/model_payload.rds",""
2020,0.343746516939841,784.43885,2282.02705,158.9780404,0.447669097724173,0.680925,"02-NewExeIni1007","02-NewExeIni1007","02-NewExeIni1007","All","data/stepwise/models/02-NewExeIni1007/model_payload.rds",""
2021,0.344307236280263,762.988425,2216.010425,112.2480977,0.322094010838098,0.612425,"02-NewExeIni1007","02-NewExeIni1007","02-NewExeIni1007","All","data/stepwise/models/02-NewExeIni1007/model_payload.rds",""
1952,0.997032715815046,2828.519575,2836.937575,169.247049,0.00607956044949994,0.0449625,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1953,0.98755803710198,2864.645175,2900.736025,202.10568177,0.00619086979134034,0.042825,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1954,0.981296594026679,2890.9675,2946.069025,195.85069877,0.0049091746789881,0.0291025,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1955,0.976023014649144,2874.610775,2945.228475,175.6097504,0.00578593738498473,0.0444975,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1956,0.9702311635849,2936.68545,3026.78945,128.75272359,0.00780926746577415,0.0477425,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1957,0.965485838713766,3128.630575,3240.472775,113.94678082,0.00989262401341524,0.06269,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1958,0.955275402941728,3126.3434,3272.714225,197.20413519,0.01076525984628,0.08985,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1959,0.942302176723749,2942.534475,3122.707925,57.22114824,0.00957828573243786,0.0820125,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1960,0.93270075408301,2752.552725,2951.163825,117.70712831,0.0104041203999668,0.08571,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1961,0.927329978544909,2664.230875,2873.012775,83.89386263,0.0103374571033133,0.0865625,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1962,0.920821611379539,2473.330025,2686.00345,115.9566615,0.00862997456279672,0.084615,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1963,0.914898164795643,2313.0836,2528.2416,91.01347504,0.0118157675861827,0.110255,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1964,0.907483220947599,2143.255825,2361.758075,99.40620525,0.00843455096514929,0.0839375,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1965,0.907411678361962,2026.249325,2232.99895,90.5440724,0.00931072925814917,0.0828025,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1966,0.906817854484626,1930.25015,2128.597425,123.55399177,0.00903380866643861,0.092395,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1967,0.903511520759123,1833.885975,2029.7317,71.97564886,0.0119532536501018,0.101335,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1968,0.901642043133909,1744.752325,1935.08315,77.3289561,0.00984542100777796,0.0824975,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1969,0.902793771783864,1737.21615,1924.266875,111.92894031,0.0122170531870785,0.105465,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1970,0.900294698580098,1673.137175,1858.432775,82.32587173,0.0246647166674775,0.1002075,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1971,0.897843825567106,1608.111825,1791.0819,86.60356528,0.0267181698587344,0.1027225,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1972,0.892369324990063,1588.81805,1780.448975,84.3253699,0.035082165954214,0.143975,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1973,0.878717705737972,1488.7133,1694.18835,118.97616166,0.0287372983447916,0.1212575,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1974,0.870219243134215,1417.35965,1628.738575,48.0902715,0.0366144596096461,0.1294,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1975,0.862403121860973,1408.901275,1633.692225,168.53220609,0.0298868112274948,0.160125,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1976,0.850631402430473,1406.4447,1653.412625,83.67473444,0.0378697411888415,0.169025,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1977,0.841755120769999,1446.03435,1717.880075,134.56297983,0.0471121963520421,0.186275,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1978,0.835549146709043,1496.90025,1791.5167,24.143035964,0.0381703931666907,0.157325,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1979,0.824088597597877,1474.69165,1789.481925,62.6039665,0.0604910030341821,0.1968,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1980,0.811642403032613,1455.201375,1792.9095,101.61966193,0.0458531081490163,0.198575,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1981,0.797970409134962,1355.547325,1698.74385,101.47293114,0.0679687969187481,0.191325,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1982,0.788016181954286,1289.77995,1636.742975,123.03861722,0.0743392054750004,0.23045,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1983,0.777104232170427,1267.059475,1630.48845,92.8582246,0.0953470873249729,0.23745,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1984,0.764322494192399,1292.0871,1690.4999,86.1898705,0.107505832490462,0.257875,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1985,0.743885353481518,1298.73285,1745.8777,131.9353859,0.092025989132581,0.272,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1986,0.72064691025822,1262.85325,1752.38835,75.55732107,0.122226858891643,0.254575,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1987,0.702438003130234,1250.31355,1779.96285,103.53650791,0.130545963034691,0.331225,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1988,0.680959435494598,1225.604275,1799.8198,157.3373499,0.11472812895504,0.3042,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1989,0.661318163164603,1186.212275,1793.7089,83.78635718,0.126775005582258,0.303775,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1990,0.650938194174322,1234.429525,1896.38515,124.1420894,0.161115006842845,0.369125,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1991,0.641403585847411,1269.28725,1978.92135,93.28168943,0.193434236080071,0.33855,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1992,0.621848206571931,1252.414725,2014.02,127.410866,0.212001990613423,0.42625,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1993,0.593171493164639,1194.883425,2014.397925,76.8370124,0.162162338278271,0.384425,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1994,0.563248071520833,1135.086,2015.250575,117.0784697,0.187702999607716,0.461325,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1995,0.537183492563882,1083.2092,2016.460325,111.23507669,0.176994410344752,0.4162,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1996,0.52382913713698,1047.296125,1999.30865,146.7656485,0.187412743998256,0.3888,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1997,0.531426771992912,1093.437075,2057.54985,75.14600582,0.212241325769458,0.4814,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1998,0.519501820914899,1100.212775,2117.82275,142.65455112,0.240964256033347,0.564725,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1999,0.502598130927585,1078.36735,2145.585675,94.31795168,0.30300121017619,0.6129,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2000,0.474687246548167,1018.486025,2145.593825,178.73553106,0.235327543269833,0.588025,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2001,0.449954442543301,963.74985,2141.883175,107.77890129,0.226655538023706,0.516,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2002,0.436542750410215,954.1902,2185.788675,140.3010384,0.213898695267853,0.6109,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2003,0.431909403827039,983.914975,2278.0587,95.27944847,0.344719969673375,0.55015,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2004,0.427341149470896,996.209675,2331.18125,169.4457441,0.282720718423062,0.743525,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2005,0.415881590772022,973.673625,2341.228,90.0350226,0.27050539282883,0.583725,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2006,0.406144589491689,970.4814,2389.4973,114.9956481,0.287006803042661,0.62945,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2007,0.399340518482829,972.64395,2435.6255,121.3609647,0.295507930589248,0.63635,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2008,0.388372492231519,936.5444,2411.45915,101.85475423,0.360789948699899,0.6725,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2009,0.374274799920392,888.433225,2373.745775,129.048575,0.254586685711159,0.687875,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2010,0.358881246558103,836.395875,2330.56445,92.0818872,0.235738823391177,0.576825,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2011,0.356394476957921,828.760875,2325.40325,106.9294034,0.315651585186104,0.715525,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2012,0.353504631561607,813.94475,2302.50095,151.1301072,0.257224847155095,0.7367,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2013,0.344415140435307,771.563275,2240.213,135.9787779,0.26679723659459,0.674025,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2014,0.34881033983805,790.054975,2264.998725,81.57829314,0.346215280980526,0.7346,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2015,0.353951291519366,830.12015,2345.294875,124.4145816,0.3007901387062,0.6497,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2016,0.352927557546308,838.5626,2376.01905,124.3816417,0.378519860620132,0.663325,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2017,0.351909717208733,823.78785,2340.9068,110.4245276,0.221629434553593,0.54475,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2018,0.353686794609724,826.8754,2337.874675,97.7097865,0.312681043676664,0.6475,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2019,0.353761962842956,827.555625,2339.30075,77.1327324,0.304428691593833,0.592375,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2020,0.353892159604174,817.7939,2310.856225,157.5486096,0.442257242335345,0.66735,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
2021,0.354251205502492,794.595125,2243.0273,112.7379075,0.319040661267345,0.6016,"03-FixM","03-FixM","03-FixM","All","data/stepwise/models/03-FixM/model_payload.rds",""
1952,0.997036549650158,2807.124625,2815.468125,161.03162,0.00622882980422599,0.045795,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1953,0.987554985781573,2841.3579,2877.16425,173.20728463,0.00620060480276512,0.04346,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1954,0.981316120641433,2867.187975,2921.778125,257.23263997,0.00409088621331627,0.028845,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1955,0.976550047440184,2889.729875,2959.121125,149.01699163,0.0055925889273801,0.0439275,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1956,0.970849997637179,2974.814875,3064.1344,135.23966149,0.00771562162497782,0.04773,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1957,0.966315369468657,3176.4513,3287.1787,97.58924286,0.00996032047093896,0.06233,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1958,0.956384234046273,3179.258975,3324.248625,183.57424582,0.0108921951504368,0.0892075,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1959,0.943793488179323,2992.68605,3170.91195,60.07866577,0.00955477467554648,0.0816225,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1960,0.934357815695937,2794.54255,2990.869775,112.40864579,0.0106147251756614,0.08598,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1961,0.928832452623035,2693.823425,2900.22535,81.38892194,0.0103559055913612,0.08714,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1962,0.922289969996695,2493.051725,2703.110525,97.67450603,0.00900373133551623,0.0849975,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1963,0.916444670500088,2327.935225,2540.180875,86.70662477,0.0120376091820067,0.1108975,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1964,0.909033646966631,2152.6439,2368.05745,103.41002679,0.00848303430354134,0.0845325,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1965,0.908980447078645,2033.06105,2236.638925,94.81898372,0.00907461124681749,0.0833525,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1966,0.908400469974079,1936.1981,2131.4367,108.35665537,0.00939284378110646,0.0931175,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1967,0.90514217174563,1839.458275,2032.231325,79.89764327,0.0118421300653446,0.1020375,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1968,0.903389786586583,1750.90295,1938.147825,71.7118524,0.009872005330229,0.0827325,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1969,0.904741557652118,1747.80625,1931.8293,104.41999723,0.0124677955367086,0.105855,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1970,0.902324443054326,1685.06085,1867.4667,85.342722579,0.0248301657391599,0.10093,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1971,0.899673771946686,1616.23305,1796.465675,78.77084146,0.0269206590068772,0.10331,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1972,0.89405474425083,1596.9364,1786.17295,80.423686,0.0354816228618872,0.1452,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1973,0.88022226290183,1493.6178,1696.864375,118.49284455,0.0286266524103151,0.12235,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1974,0.871643896443768,1421.300925,1630.59815,55.52910226,0.0356803719185477,0.13025,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1975,0.86390783252805,1414.487525,1637.313,160.70726959,0.0318095732769534,0.161275,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
1976,0.852340633002704,1413.7167,1658.628775,66.48337822,0.0383527630094775,0.169275,"04-LengthWeight","04-LengthWeight","04-LengthWeight","All","data/stepwise/models/04-LengthWeight/model_payload.rds",""
